source_page,accession_id,strain_name,is_reference,is_complete,strand,length,gc_percentage,n_percentage,lineage_clade,sequencing_technology,assembly_method,coverage,submission_date,bioproject_id,database_source,gender,age,collection_date,isolation_source,country,region,taxon_name,taxon_id
"https://www.ncbi.nlm.nih.gov/nuccore/MT396245.2","MT396245.2","SARS-CoV-2/human/IND/nimh-0351/2020",false,false,"positive",29810,38.02,1.87,,"N/D","N/D","N/D","2020-04-28","N/D","GenBank","N/D","N/D","2020-04-10","nasopharyngeal swabs","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT396246.2","MT396246.2","SARS-CoV-2/human/IND/nimh-0318/2020",false,false,"positive",29836,38,2.05,,"N/D","N/D","N/D","2020-04-28","N/D","GenBank","N/D","N/D","2020-04-10","nasopharyngeal swabs","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT396247.2","MT396247.2","SARS-CoV-2/human/IND/nimh-0113/2020",false,false,"positive",29833,38.01,1.65,,"N/D","N/D","N/D","2020-04-28","N/D","GenBank","N/D","N/D","2020-04-06","nasopharyngeal swabs","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT396248.2","MT396248.2","SARS-CoV-2/human/IND/nimh-0996/2020",false,false,"positive",29836,38,1.57,,"N/D","N/D","N/D","2020-04-28","N/D","GenBank","N/D","N/D","2020-04-14","nasopharyngeal swabs","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT415320.1","MT415320.1","SARS-CoV-2/human/IND/OUMRK100/2020",false,true,"positive",29901,37.97,0,,"Illumina","IGV Tool v. 2020",700,"2020-04-29","N/D","GenBank","N/D","N/D","2020-03-01","N/D","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT415321.1","MT415321.1","SARS-CoV-2/human/IND/GMCKN318/2020",false,true,"positive",29903,37.97,0,,"Illumina","IGV Tool v. 2020",10000,"2020-04-30","N/D","GenBank","N/D","N/D","2020-03-11","N/D","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT415322.1","MT415322.1","SARS-CoV-2/human/IND/GMCKN443/2020",false,true,"positive",29892,37.95,0,,"Illumina","IGV Tool v. 2020",200,"2020-04-30","N/D","GenBank","N/D","N/D","2020-03-16","oro pharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT415323.1","MT415323.1","SARS-CoV-2/human/IND/GMCTC469/2020",false,true,"positive",29891,37.97,0,,"Illumina","IGV Tool v. 2020",800,"2020-04-30","N/D","GenBank","N/D","N/D","2020-03-20","oro pharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT416725.2","MT416725.2","SARS-CoV-2/human/IND/8003/2020",false,true,"positive",29866,37.99,0,,"IonTorrent","MIRA v. 4.0.2","N/D","2020-04-30","N/D","GenBank","N/D","N/D","2020-04-10","nasopharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT416726.2","MT416726.2","SARS-CoV-2/human/IND/8004/2020",false,true,"positive",29866,37.99,0,,"IonTorrent","MIRA v. 4.0.2","N/D","2020-04-30","N/D","GenBank","N/D","N/D","2020-04-10","nasopharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT429168.1","MT429168.1","SARS-CoV-2/human/IND/Assam-JMC4/2020",false,false,"positive",323,42.41,0,,"Sanger dideoxy sequencing","N/D","N/D","2020-05-05","N/D","GenBank","N/D","N/D","2020-03-30","nasopharyngeal and oropharyngeal swab","India","Assam, Golaghat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT434757.2","MT434757.2","SARS-CoV-2/human/IND/nimh-2873/2020",false,false,"positive",29817,38.02,1.65,,"N/D","N/D","N/D","2020-05-06","N/D","GenBank","N/D","N/D","2020-04-21","nasopharyngeal/oropharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT434758.1","MT434758.1","SARS-CoV-2/human/IND/nimh-3952/2020",false,false,"positive",29811,38.04,1.72,,"N/D","N/D","N/D","2020-05-06","N/D","GenBank","N/D","N/D","2020-04-23","nasopharyngeal/oropharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT434759.1","MT434759.1","SARS-CoV-2/human/IND/nimh-1596/2020",false,false,"positive",29827,38.01,1.75,,"N/D","N/D","N/D","2020-05-06","N/D","GenBank","N/D","N/D","2020-04-17","nasopharyngeal/oropharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT434760.1","MT434760.1","SARS-CoV-2/human/IND/nimh-1598/2020",false,false,"positive",29833,37.99,0.93,,"N/D","N/D","N/D","2020-05-06","N/D","GenBank","N/D","N/D","2020-04-17","nasopharyngeal/oropharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT435079.1","MT435079.1","SARS-CoV-2/human/IND/GBRC2/2020",false,true,"positive",29800,38.01,0.05,,"IonTorrent","CLC v. 12","N/D","2020-05-02","N/D","GenBank","N/D","N/D","2020-04-13","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT435080.1","MT435080.1","SARS-CoV-2/human/IND/GBRC3/2020",false,true,"positive",29800,38.02,0,,"IonTorrent","CLC v. 12","N/D","2020-05-02","N/D","GenBank","N/D","N/D","2020-04-13","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT435081.1","MT435081.1","SARS-CoV-2/human/IND/GBRC4/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC v. 12","N/D","2020-05-02","N/D","GenBank","N/D","N/D","2020-04-13","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT435082.1","MT435082.1","SARS-CoV-2/human/IND/GBRC5/2020",false,true,"positive",29800,38.02,0.26,,"IonTorrent","CLC v. 12","N/D","2020-05-02","N/D","GenBank","N/D","N/D","2020-04-13","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT435083.1","MT435083.1","SARS-CoV-2/human/IND/GBRC6/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC v. 12","N/D","2020-05-02","N/D","GenBank","N/D","N/D","2020-04-07","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT435084.1","MT435084.1","SARS-CoV-2/human/IND/GBRC7/2020",false,true,"positive",29800,38.02,0.01,,"IonTorrent","CLC v. 12","N/D","2020-05-02","N/D","GenBank","N/D","N/D","2020-04-14","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT435085.1","MT435085.1","SARS-CoV-2/human/IND/GBRC8/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC v. 12","N/D","2020-05-02","N/D","GenBank","N/D","N/D","2020-04-22","N/D","India","Gandhinagar","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT435086.1","MT435086.1","SARS-CoV-2/human/IND/GBRC9/2020",false,true,"positive",29800,38,0.14,,"IonTorrent","CLC v. 12","N/D","2020-05-02","N/D","GenBank","N/D","N/D","2020-04-21","N/D","India","Mansa","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT439595.1","MT439595.1","SARS-CoV-2/human/IND/nimh-4376/2020",false,false,"positive",29814,38.03,1.7,,"N/D","N/D","N/D","2020-05-06","N/D","GenBank","N/D","N/D","2020-04-24","nasopharyngeal/oropharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT439596.1","MT439596.1","SARS-CoV-2/human/IND/nimh-4378/2020",false,false,"positive",29810,38.02,1.74,,"N/D","N/D","N/D","2020-05-06","N/D","GenBank","N/D","N/D","2020-04-24","throat swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT439597.1","MT439597.1","SARS-CoV-2/human/IND/nimh-3970/2020",false,false,"positive",29812,38.04,1.72,,"N/D","N/D","N/D","2020-05-06","N/D","GenBank","N/D","N/D","2020-04-23","nasopharyngeal/oropharyngeal swab","India","N/D","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451874.1","MT451874.1","SARS-CoV-2/human/IND/GBRC10/2020",false,true,"positive",29801,38,0.12,,"IonTorrent","CLC Genomics Workbench v. 12",4519,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-24","N/D","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451875.1","MT451875.1","SARS-CoV-2/human/IND/GBRC11/2020",false,false,"positive",29801,38.19,3.71,,"IonTorrent","CLC Genomics Workbench v. 12",3787,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451876.1","MT451876.1","SARS-CoV-2/human/IND/GBRC12/2020",false,true,"positive",29798,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",4927,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451877.1","MT451877.1","SARS-CoV-2/human/IND/GBRC13/2020",false,true,"positive",29801,38.01,0.64,,"IonTorrent","CLC Genomics Workbench v. 12",3953,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451878.1","MT451878.1","SARS-CoV-2/human/IND/GBRC14/2020",false,true,"positive",29801,38.01,0.51,,"IonTorrent","CLC Genomics Workbench v. 12",2952,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-27","N/D","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451879.1","MT451879.1","SARS-CoV-2/human/IND/GBRC15/2020",false,false,"positive",29801,37.9,5.26,,"IonTorrent","CLC Genomics Workbench v. 12",2114,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-27","N/D","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451880.1","MT451880.1","SARS-CoV-2/human/IND/GBRC16/2020",false,true,"positive",29801,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",5994,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Surat","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451881.1","MT451881.1","SARS-CoV-2/human/IND/GBRC17a/2020",false,true,"positive",29801,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12",6715,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451882.1","MT451882.1","SARS-CoV-2/human/IND/GBRC17b/2020",false,true,"positive",29801,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12",6715,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451883.1","MT451883.1","SARS-CoV-2/human/IND/GBRC18/2020",false,true,"positive",29801,38.03,0.23,,"IonTorrent","CLC Genomics Workbench v. 12",3271,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451884.1","MT451884.1","SARS-CoV-2/human/IND/GBRC19/2020",false,true,"positive",29801,38.02,0,,"IonTorrent","CLC Genomics Workbench v. 12",4805,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451885.1","MT451885.1","SARS-CoV-2/human/IND/GBRC20/2020",false,true,"positive",29801,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12",7797,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451886.1","MT451886.1","SARS-CoV-2/human/IND/GBRC21/2020",false,true,"positive",29801,38.02,0.17,,"IonTorrent","CLC Genomics Workbench v. 12",7407,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451887.1","MT451887.1","SARS-CoV-2/human/IND/GBRC22/2020",false,true,"positive",29801,38.01,0.1,,"IonTorrent","CLC Genomics Workbench v. 12",4023,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451888.1","MT451888.1","SARS-CoV-2/human/IND/GBRC23/2020",false,true,"positive",29801,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",5633,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451889.1","MT451889.1","SARS-CoV-2/human/IND/GBRC24a/2020",false,true,"positive",29801,38.02,0,,"IonTorrent","CLC Genomics Workbench v. 12",6223,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT451890.1","MT451890.1","SARS-CoV-2/human/IND/GBRC24b/2020",false,true,"positive",29801,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12",6223,"2020-05-09","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT457402.1","MT457402.1","SARS-CoV-2/human/IND/GMC-KP1125/2020",false,true,"positive",29892,37.96,0,,"Illumina","IGV Tool v. 2020",500,"2020-05-11","N/D","GenBank","male","N/D","2020-03-24","oro-pharngyl swab","India","Hyderabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT457403.1","MT457403.1","SARS-CoV-2/human/IND/GMC-RR1191/2020",false,true,"positive",29892,37.96,0,,"Illumina","IGV Tool v. 2020",190,"2020-05-12","N/D","GenBank","male","N/D","2020-03-25","oro pharyngeal swab","India","Hyderabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467237.1","MT467237.1","SARS-CoV-2/human/IND/GBRC25/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",4311,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467238.1","MT467238.1","SARS-CoV-2/human/IND/GBRC46/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12",4588,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467239.1","MT467239.1","SARS-CoV-2/human/IND/GBRC26/2020",false,true,"positive",29800,38.01,0.11,,"IonTorrent","CLC Genomics Workbench v. 12",4437,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467240.1","MT467240.1","SARS-CoV-2/human/IND/GBRC47/2020",false,true,"positive",29800,38.02,0.09,,"IonTorrent","CLC Genomics Workbench v. 12",5067,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-30","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467241.1","MT467241.1","SARS-CoV-2/human/IND/GBRC27/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",4583,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-26","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467242.1","MT467242.1","SARS-CoV-2/human/IND/GBRC48/2020",false,true,"positive",29800,38.02,0,,"IonTorrent","CLC Genomics Workbench v. 12",2601,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467243.1","MT467243.1","SARS-CoV-2/human/IND/GBRC28/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12",6224,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-30","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467244.1","MT467244.1","SARS-CoV-2/human/IND/GBRC29/2020",false,true,"positive",29800,38.02,0,,"IonTorrent","CLC Genomics Workbench v. 12",8447,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-30","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467245.1","MT467245.1","SARS-CoV-2/human/IND/GBRC30/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",3255,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467246.1","MT467246.1","SARS-CoV-2/human/IND/GBRC40/2020",false,true,"positive",29801,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12",4739,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467247.1","MT467247.1","SARS-CoV-2/human/IND/GBRC31/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12",4774,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467248.1","MT467248.1","SARS-CoV-2/human/IND/GBRC41/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",5264,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467249.1","MT467249.1","SARS-CoV-2/human/IND/GBRC32/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12",3744,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467250.1","MT467250.1","SARS-CoV-2/human/IND/GBRC42/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12",6601,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467251.1","MT467251.1","SARS-CoV-2/human/IND/GBRC43/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",5246,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467252.1","MT467252.1","SARS-CoV-2/human/IND/GBRC44/2020",false,true,"positive",29800,38.01,0,,"IonTorrent","CLC Genomics Workbench v. 12",4269,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467253.1","MT467253.1","SARS-CoV-2/human/IND/GBRC45/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12",5568,"2020-05-13","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467254.1","MT467254.1","SARS-CoV-2/human/IND/GBRC33/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12",6593,"2020-05-14","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467255.1","MT467255.1","SARS-CoV-2/human/IND/GBRC49/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",4955,"2020-05-14","N/D","GenBank","N/D","N/D","2020-04-30","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467256.1","MT467256.1","SARS-CoV-2/human/IND/GBRC34/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12",17932,"2020-05-14","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467257.1","MT467257.1","SARS-CoV-2/human/IND/GBRC50/2020",false,true,"positive",29800,38.02,0,,"IonTorrent","CLC Genomics Workbench v. 12",21230,"2020-05-14","N/D","GenBank","N/D","N/D","2020-04-30","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467258.1","MT467258.1","SARS-CoV-2/human/IND/GBRC35/2020",false,true,"positive",29800,37.99,0,,"IonTorrent","CLC Genomics Workbench v. 12",8519,"2020-05-14","N/D","GenBank","N/D","N/D","2020-04-29","N/D","India","Ahmedabad","Severe acute respiratory syndrome coronavirus 2",2697049
"https://www.ncbi.nlm.nih.gov/nuccore/MT467259.1","MT467259.1","SARS-CoV-2/human/IND/GBRC51/2020",false,true,"positive",29800,38,0,,"IonTorrent","CLC Genomics Workbench v. 12",5082,"2020-05-14","N/D","GenBank","N/D","N/D","2020-05-02","N/D","India","Prantij","Severe acute respiratory syndrome coronavirus 2",2697049
